asset_id,cse_id,asset_type,criticality,business_function,environment,monitoring_status
AST-CSE-021-064,CSE-021,NextGen Firewall,MEDIUM,Perimeter Defense,Staging,ACTIVE
AST-CSE-021-065,CSE-021,OT Engineering Workstation,LOW,Substation Automation,DR,ACTIVE
AST-CSE-021-066,CSE-021,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Production,ACTIVE
AST-CSE-021-067,CSE-021,SIEM Collector Node,LOW,Telemetry Aggregation,Production,ACTIVE
AST-CSE-021-068,CSE-021,NextGen Firewall,LOW,Perimeter Defense,DR,ACTIVE
AST-CSE-021-069,CSE-021,Domain Controller (AD),MEDIUM,Identity and Access Management,DR,ACTIVE
AST-CSE-021-070,CSE-021,Core Banking Switch,MEDIUM,Payment Processing Engine,Staging,ACTIVE
AST-CSE-021-071,CSE-021,NextGen Firewall,MEDIUM,Perimeter Defense,Production,ACTIVE
AST-CSE-021-072,CSE-021,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Production,ACTIVE
AST-CSE-021-073,CSE-021,SIEM Collector Node,LOW,Telemetry Aggregation,Production,ACTIVE
AST-CSE-021-074,CSE-021,Web Application Server,MEDIUM,Customer Portal,Staging,ACTIVE
AST-CSE-021-075,CSE-021,OT Engineering Workstation,MEDIUM,Substation Automation,Production,ACTIVE
AST-CSE-021-076,CSE-021,Web Application Server,MEDIUM,Customer Portal,Staging,ACTIVE
AST-CSE-022-001,CSE-022,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-022-002,CSE-022,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-022-003,CSE-022,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-022-004,CSE-022,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-022-005,CSE-022,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-022-006,CSE-022,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-022-007,CSE-022,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-022-008,CSE-022,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-022-009,CSE-022,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-022-010,CSE-022,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-022-011,CSE-022,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-022-012,CSE-022,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-022-013,CSE-022,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-022-014,CSE-022,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-022-015,CSE-022,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-022-016,CSE-022,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-022-017,CSE-022,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-022-018,CSE-022,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-022-019,CSE-022,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-022-020,CSE-022,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-022-021,CSE-022,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-022-022,CSE-022,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-022-023,CSE-022,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-022-024,CSE-022,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-022-025,CSE-022,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-022-026,CSE-022,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-022-027,CSE-022,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-022-028,CSE-022,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-022-029,CSE-022,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-022-030,CSE-022,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-022-031,CSE-022,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-022-032,CSE-022,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-022-033,CSE-022,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-022-034,CSE-022,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-022-035,CSE-022,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-022-036,CSE-022,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-022-037,CSE-022,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-022-038,CSE-022,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-022-039,CSE-022,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-022-040,CSE-022,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-022-041,CSE-022,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-022-042,CSE-022,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-022-043,CSE-022,Core Banking Switch,MEDIUM,Payment Processing Engine,Production,ACTIVE
AST-CSE-022-044,CSE-022,Domain Controller (AD),MEDIUM,Identity and Access Management,Staging,ACTIVE
AST-CSE-022-045,CSE-022,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Production,ACTIVE
AST-CSE-022-046,CSE-022,Relational Database Server,MEDIUM,Transactional Database,DR,ACTIVE
AST-CSE-022-047,CSE-022,Web Application Server,LOW,Customer Portal,DR,ACTIVE
AST-CSE-022-048,CSE-022,Core Banking Switch,MEDIUM,Payment Processing Engine,DR,ACTIVE
AST-CSE-022-049,CSE-022,Core Banking Switch,MEDIUM,Payment Processing Engine,DR,ACTIVE
AST-CSE-022-050,CSE-022,Core Banking Switch,MEDIUM,Payment Processing Engine,Production,ACTIVE
AST-CSE-022-051,CSE-022,SCADA RTU / PLC,LOW,Industrial Control Gateway,Staging,ACTIVE
AST-CSE-022-052,CSE-022,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Production,ACTIVE
AST-CSE-022-053,CSE-022,Core Banking Switch,LOW,Payment Processing Engine,DR,ACTIVE
AST-CSE-022-054,CSE-022,NextGen Firewall,MEDIUM,Perimeter Defense,DR,ACTIVE
AST-CSE-022-055,CSE-022,NextGen Firewall,LOW,Perimeter Defense,Production,ACTIVE
AST-CSE-022-056,CSE-022,SCADA RTU / PLC,LOW,Industrial Control Gateway,Production,ACTIVE
AST-CSE-022-057,CSE-022,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Production,ACTIVE
AST-CSE-022-058,CSE-022,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Production,ACTIVE
AST-CSE-022-059,CSE-022,Domain Controller (AD),MEDIUM,Identity and Access Management,Staging,ACTIVE
AST-CSE-022-060,CSE-022,OT Engineering Workstation,LOW,Substation Automation,DR,ACTIVE
AST-CSE-022-061,CSE-022,OT Engineering Workstation,LOW,Substation Automation,DR,ACTIVE
AST-CSE-022-062,CSE-022,Web Application Server,MEDIUM,Customer Portal,Production,ACTIVE
AST-CSE-022-063,CSE-022,Relational Database Server,MEDIUM,Transactional Database,DR,ACTIVE
AST-CSE-022-064,CSE-022,Domain Controller (AD),LOW,Identity and Access Management,Staging,ACTIVE
AST-CSE-022-065,CSE-022,Domain Controller (AD),LOW,Identity and Access Management,Staging,ACTIVE
AST-CSE-022-066,CSE-022,SCADA RTU / PLC,LOW,Industrial Control Gateway,Staging,ACTIVE
AST-CSE-023-001,CSE-023,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-023-002,CSE-023,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-023-003,CSE-023,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-023-004,CSE-023,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-023-005,CSE-023,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-023-006,CSE-023,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-023-007,CSE-023,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-023-008,CSE-023,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-023-009,CSE-023,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-023-010,CSE-023,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-023-011,CSE-023,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-023-012,CSE-023,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-023-013,CSE-023,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-023-014,CSE-023,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-023-015,CSE-023,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-023-016,CSE-023,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-023-017,CSE-023,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-023-018,CSE-023,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-023-019,CSE-023,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-023-020,CSE-023,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-023-021,CSE-023,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-023-022,CSE-023,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-023-023,CSE-023,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-023-024,CSE-023,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-023-025,CSE-023,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-023-026,CSE-023,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-023-027,CSE-023,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-023-028,CSE-023,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-023-029,CSE-023,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-023-030,CSE-023,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-023-031,CSE-023,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-023-032,CSE-023,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-023-033,CSE-023,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-023-034,CSE-023,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-023-035,CSE-023,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-023-036,CSE-023,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-023-037,CSE-023,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-023-038,CSE-023,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-023-039,CSE-023,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-023-040,CSE-023,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-023-041,CSE-023,Relational Database Server,MEDIUM,Transactional Database,Staging,ACTIVE
AST-CSE-023-042,CSE-023,SCADA RTU / PLC,LOW,Industrial Control Gateway,DR,ACTIVE
AST-CSE-023-043,CSE-023,OT Engineering Workstation,MEDIUM,Substation Automation,Staging,ACTIVE
AST-CSE-023-044,CSE-023,Core Banking Switch,MEDIUM,Payment Processing Engine,Staging,ACTIVE
AST-CSE-023-045,CSE-023,Domain Controller (AD),LOW,Identity and Access Management,DR,ACTIVE
AST-CSE-023-046,CSE-023,Core Banking Switch,MEDIUM,Payment Processing Engine,Staging,ACTIVE
AST-CSE-023-047,CSE-023,OT Engineering Workstation,LOW,Substation Automation,Production,ACTIVE
AST-CSE-023-048,CSE-023,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Staging,ACTIVE
AST-CSE-023-049,CSE-023,OT Engineering Workstation,LOW,Substation Automation,DR,ACTIVE
AST-CSE-023-050,CSE-023,OT Engineering Workstation,MEDIUM,Substation Automation,DR,ACTIVE
AST-CSE-023-051,CSE-023,OT Engineering Workstation,MEDIUM,Substation Automation,Production,ACTIVE
AST-CSE-023-052,CSE-023,Relational Database Server,LOW,Transactional Database,DR,ACTIVE
AST-CSE-023-053,CSE-023,Relational Database Server,LOW,Transactional Database,Production,ACTIVE
AST-CSE-023-054,CSE-023,Relational Database Server,LOW,Transactional Database,DR,ACTIVE
AST-CSE-023-055,CSE-023,Domain Controller (AD),LOW,Identity and Access Management,Production,ACTIVE
AST-CSE-023-056,CSE-023,NextGen Firewall,LOW,Perimeter Defense,Staging,ACTIVE
AST-CSE-023-057,CSE-023,Web Application Server,MEDIUM,Customer Portal,Staging,ACTIVE
AST-CSE-023-058,CSE-023,OT Engineering Workstation,LOW,Substation Automation,Staging,ACTIVE
AST-CSE-023-059,CSE-023,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,DR,ACTIVE
AST-CSE-023-060,CSE-023,Relational Database Server,LOW,Transactional Database,Staging,ACTIVE
AST-CSE-023-061,CSE-023,Domain Controller (AD),MEDIUM,Identity and Access Management,Staging,ACTIVE
AST-CSE-023-062,CSE-023,Relational Database Server,MEDIUM,Transactional Database,Production,ACTIVE
AST-CSE-023-063,CSE-023,OT Engineering Workstation,MEDIUM,Substation Automation,Staging,ACTIVE
AST-CSE-024-001,CSE-024,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-024-002,CSE-024,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-024-003,CSE-024,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-024-004,CSE-024,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-024-005,CSE-024,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-024-006,CSE-024,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-007,CSE-024,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-024-008,CSE-024,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-024-009,CSE-024,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-024-010,CSE-024,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-024-011,CSE-024,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-024-012,CSE-024,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-024-013,CSE-024,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-024-014,CSE-024,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-015,CSE-024,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-024-016,CSE-024,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-024-017,CSE-024,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-024-018,CSE-024,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-024-019,CSE-024,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-024-020,CSE-024,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-024-021,CSE-024,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-024-022,CSE-024,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-024-023,CSE-024,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-024-024,CSE-024,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-025,CSE-024,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-024-026,CSE-024,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-024-027,CSE-024,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-024-028,CSE-024,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-024-029,CSE-024,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-024-030,CSE-024,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-024-031,CSE-024,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-024-032,CSE-024,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-033,CSE-024,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-024-034,CSE-024,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-024-035,CSE-024,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-036,CSE-024,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-024-037,CSE-024,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-038,CSE-024,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-024-039,CSE-024,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-024-040,CSE-024,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-024-041,CSE-024,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-024-042,CSE-024,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-024-043,CSE-024,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-024-044,CSE-024,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-045,CSE-024,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-024-046,CSE-024,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-024-047,CSE-024,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-024-048,CSE-024,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-024-049,CSE-024,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-024-050,CSE-024,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-024-051,CSE-024,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-024-052,CSE-024,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-024-053,CSE-024,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-024-054,CSE-024,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-024-055,CSE-024,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-024-056,CSE-024,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-024-057,CSE-024,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-058,CSE-024,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-059,CSE-024,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-060,CSE-024,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-024-061,CSE-024,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-024-062,CSE-024,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-024-063,CSE-024,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-024-064,CSE-024,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-024-065,CSE-024,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-024-066,CSE-024,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-024-067,CSE-024,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-024-068,CSE-024,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-024-069,CSE-024,OT Engineering Workstation,MEDIUM,Substation Automation,Production,ACTIVE
AST-CSE-024-070,CSE-024,NextGen Firewall,MEDIUM,Perimeter Defense,Staging,ACTIVE
AST-CSE-024-071,CSE-024,Core Banking Switch,MEDIUM,Payment Processing Engine,Staging,ACTIVE
AST-CSE-024-072,CSE-024,OT Engineering Workstation,MEDIUM,Substation Automation,Production,ACTIVE
AST-CSE-024-073,CSE-024,Relational Database Server,MEDIUM,Transactional Database,Production,ACTIVE
AST-CSE-024-074,CSE-024,Domain Controller (AD),LOW,Identity and Access Management,DR,ACTIVE
AST-CSE-024-075,CSE-024,NextGen Firewall,LOW,Perimeter Defense,DR,ACTIVE
AST-CSE-024-076,CSE-024,NextGen Firewall,LOW,Perimeter Defense,Production,ACTIVE
AST-CSE-024-077,CSE-024,Relational Database Server,LOW,Transactional Database,Production,ACTIVE
AST-CSE-024-078,CSE-024,Core Banking Switch,MEDIUM,Payment Processing Engine,DR,ACTIVE
AST-CSE-024-079,CSE-024,Core Banking Switch,MEDIUM,Payment Processing Engine,Production,ACTIVE
AST-CSE-024-080,CSE-024,Web Application Server,MEDIUM,Customer Portal,Production,ACTIVE
AST-CSE-024-081,CSE-024,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Staging,ACTIVE
AST-CSE-024-082,CSE-024,Core Banking Switch,LOW,Payment Processing Engine,Production,ACTIVE
AST-CSE-024-083,CSE-024,Web Application Server,MEDIUM,Customer Portal,DR,ACTIVE
AST-CSE-024-084,CSE-024,Core Banking Switch,MEDIUM,Payment Processing Engine,Production,ACTIVE
AST-CSE-024-085,CSE-024,Web Application Server,MEDIUM,Customer Portal,Production,ACTIVE
AST-CSE-024-086,CSE-024,Web Application Server,LOW,Customer Portal,Staging,ACTIVE
AST-CSE-024-087,CSE-024,Domain Controller (AD),MEDIUM,Identity and Access Management,Staging,ACTIVE
AST-CSE-024-088,CSE-024,Relational Database Server,MEDIUM,Transactional Database,Staging,ACTIVE
AST-CSE-024-089,CSE-024,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,DR,ACTIVE
AST-CSE-024-090,CSE-024,Core Banking Switch,MEDIUM,Payment Processing Engine,Production,ACTIVE
AST-CSE-024-091,CSE-024,Domain Controller (AD),LOW,Identity and Access Management,Production,ACTIVE
AST-CSE-024-092,CSE-024,SIEM Collector Node,MEDIUM,Telemetry Aggregation,DR,ACTIVE
AST-CSE-024-093,CSE-024,OT Engineering Workstation,LOW,Substation Automation,Staging,ACTIVE
AST-CSE-024-094,CSE-024,SCADA RTU / PLC,LOW,Industrial Control Gateway,Staging,ACTIVE
AST-CSE-024-095,CSE-024,SCADA RTU / PLC,LOW,Industrial Control Gateway,Staging,ACTIVE
AST-CSE-024-096,CSE-024,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Production,ACTIVE
AST-CSE-024-097,CSE-024,OT Engineering Workstation,LOW,Substation Automation,Production,ACTIVE
AST-CSE-024-098,CSE-024,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Production,ACTIVE
AST-CSE-024-099,CSE-024,Relational Database Server,MEDIUM,Transactional Database,Production,ACTIVE
AST-CSE-024-100,CSE-024,NextGen Firewall,MEDIUM,Perimeter Defense,Production,ACTIVE
AST-CSE-024-101,CSE-024,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Staging,ACTIVE
AST-CSE-024-102,CSE-024,Relational Database Server,LOW,Transactional Database,DR,ACTIVE
AST-CSE-024-103,CSE-024,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,DR,ACTIVE
AST-CSE-024-104,CSE-024,OT Engineering Workstation,LOW,Substation Automation,Staging,ACTIVE
AST-CSE-024-105,CSE-024,Domain Controller (AD),LOW,Identity and Access Management,Staging,ACTIVE
AST-CSE-025-001,CSE-025,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-025-002,CSE-025,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-025-003,CSE-025,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-025-004,CSE-025,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-025-005,CSE-025,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-025-006,CSE-025,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-025-007,CSE-025,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-025-008,CSE-025,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-025-009,CSE-025,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-025-010,CSE-025,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-025-011,CSE-025,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-025-012,CSE-025,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-025-013,CSE-025,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-025-014,CSE-025,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-025-015,CSE-025,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-025-016,CSE-025,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-025-017,CSE-025,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-025-018,CSE-025,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-025-019,CSE-025,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-025-020,CSE-025,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-025-021,CSE-025,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-025-022,CSE-025,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-025-023,CSE-025,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-025-024,CSE-025,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-025-025,CSE-025,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
